Facility Id,Zip Code,Total reported direct emissions,CO2 emissions (non-biogenic) ,Methane (CH4) emissions ,Nitrous Oxide (N2O) emissions 
1004957,77590,40581.212,40523.5,22.25,35.462
1007858,76103,22825.75,,22825.75,
1008013,15931,507542.368,503599.6,1442.25,2500.518
1000682,48910,281463.904,281177.3,130.75,155.854
1014391,61235,180412.75,,180412.75,
1003003,70807,42987.988,42943.6,20.25,24.138
1011487,37617,54583.75,161.5,54422.25,
1003590,10941,82584.86,82560.2,11.25,13.41
1011896,79741,79060.156,78979.6,36.75,43.806
1000898,19022,23148.594,23102.4,15.5,30.694
1001477,19809,241468.422,241148.5,129.5,190.422
1006390,8816,7228.5,,7228.5,
1001581,11691,23779.25,,23779.25,
1000983,53802,2061203.41,2050398.3,540.5,10264.61
1000267,11717,88596.572,88506.7,41,48.872
1001392,30286,228707.5,228455.7,110.25,141.55
1001541,47500,3163697.952,3161931.2,806,960.752
1014249,32542,26551.148,26523.2,12.75,15.198
1012749,32034,90881.008,90787.3,42.75,50.958
1011829,99567,254171.754,253902.1,121.25,148.404
1001454,92243,487957.992,487462.6,226,269.392
1002473,78380,28264.75,,28264.75,
1007630,791,103882.5,,103882.5,
1000431,90245,131550.912,131417.2,61,72.712
1002020,47842,68292.992,68222.3,32.25,38.442
1002322,27292,46940.9,46899.8,18.75,22.35
1000521,50701,9467.948,9455.2,5,7.748
1011789,71923,27974.544,27945.5,13.25,15.794
1000817,60120,82092.096,82008.8,38,45.296
1013287,50022,172059.252,171881.7,81,96.552
1000312,23323,48362.454,48251.8,36.75,73.904
1001169,54739,25782.104,25755.8,12,14.304
1000211,55330,24733.888,24704.7,12.5,16.688
1012043,79311,391292.448,390894.6,181.5,216.348
1010648,77045,12636.652,12623.5,6,7.152
1000491,53154,5324628.614,5296685.4,1393.5,26549.714
1001359,60421,97663.24,97564.6,45,53.64
1007325,45232,176325.134,176142.9,83,99.234
1000317,50428,746819.034,746060.9,346,412.134
1001046,64862,209807.024,209565.3,103.75,137.974
1007388,12144,1307628.704,1306243.2,618.75,766.754
1000583,66801,251641.52,251386.7,116.25,138.57
1006502,98225,204793.892,204586.2,94.75,112.942
1002239,82336,443100.954,432470.4,10467.25,163.304
1004924,82435,61478.86,61249.8,200.75,28.31
1004634,71008,29203.256,24802.5,4386.75,14.006
1003142,82301,14485.098,13610.6,866.75,7.748
1000316,16657,56344.856,51427.2,4888.75,28.906
1014099,68350,21470.52,21448.6,10,11.92
1000087,19904,64431.192,64362,30.75,38.442
1005167,17101,32343.968,32308.8,15.5,19.668
1004854,68102,56042.938,55985.1,26.25,31.588
1005798,15212,37677.408,37638.5,17.75,21.158
1006290,15282,30539.584,30507.8,14.5,17.284
1008757,15323,1911779.986,3645.9,1908132,2.086
1001370,75119,585341.38,584746.8,271.25,323.33
1006814,70669,123089.836,122962.7,58,69.136
1000420,11520,35424.968,35388.8,16.5,19.668
1000683,48917,1287580.248,1279364.5,3030.25,5185.498
1001419,87045,0,0,,
1000074,92029,6866.848,6834.7,9.5,22.648
1000745,7105,636.448,635.9,0.25,0.298
1006098,63825,46185.928,46138.8,21.5,25.628
1006558,45042,42810.84,42767,20,23.84
1011192,40330,27978.244,27949.2,13.25,15.794
1004222,54952,67775.744,67705.6,32,38.144
1000120,83647,321529.256,321202.1,149.25,177.906
1001840,97203,83551.436,83465.4,39.25,46.786
1000414,50042,90678.46,90576.6,43.75,58.11
1014575,70807,26602.4,26575,12.5,14.9
1007000,59103,621036.774,617837,1877.25,1322.524
1007959,77701,5704791.392,5677143.7,16248,11399.692
1001544,47630,1058741.188,1050233.6,3112,5395.588
1013526,49866,252229.7,251969.4,118.75,141.55
1002357,61008,45661.028,45613.9,21.5,25.628
1005483,48326,39962.6,39921.5,18.75,22.35
1013694,48214,40342.448,40300.8,19,22.648
1008277,0,47314.96,10038.5,37270.5,5.96
1013099,0,19755.762,10001.6,9748.5,5.662
1013121,0,21963.942,17507.5,4418,38.442
1008278,70433,15037.67,8318.2,6715,4.47
1014328,0,36666.124,20175.8,16479,11.324
1002764,0,49505.906,43571.1,5891,43.806
1013678,0,23404.918,7283.4,16116.75,4.768
1007441,88231,104003.0108,92931.65887,11019.46186,51.89003222
1002528,79058,83185.282,77813.6,5331.75,39.932
1005805,84644,73263.284,70449.4,2774.25,39.634
1005551,48215,59637.476,59576.1,28,33.376
1005552,46904,35212.468,35176.3,16.5,19.668
1007544,46902,12413.004,12400.4,5.75,6.854
1007918,48312,78269.456,78188.9,36.75,43.806
1001057,48321,300.248,299.7,0.25,0.298
1005484,48312,7152.124,7145,3.25,3.874
1005554,43608,84883.88,84796.2,40,47.68
1005553,48091,5781.628,5775.6,2.75,3.278
1005485,48091,81771.092,81686.7,38.5,45.892
1005567,48091,6415.476,6408.9,3,3.576
1007603,49858,25584.904,25558.6,12,14.304
1006763,83814,12443.05,57.8,12385.25,
1006608,12801,144998.706,143675.9,273.25,1049.556
1003814,95313,26071.25,,26071.25,
1008735,60619,41902.308,41863.4,17.75,21.158
1004516,97818,55832.6,0.6,55832,
1000371,67846,36933.4,32.9,36900.5,
1007548,70665,99777.724,99674.7,47,56.024
1002438,17745,209520.08,204182.1,5223.25,114.73
1007753,1473,34008.304,555.9,33378.5,73.904
1006251,62568,21223.24,1039.8,20137.25,46.19
1004877,29512,55431.992,55375,26,30.992
1009067,78407,530245.204,526263.3,2753.25,1228.654
1009066,78409,2521656.498,2503986.5,11143.5,6526.498
1002780,32622,58055.738,43233.6,14798,24.138
1002781,32427,68800.82,34643.7,34137.75,19.37
1002784,70438,61657.988,55996.4,5630,31.588
1002825,34461,33137.68,18687,14440.25,10.43
1002837,32570,232383.27,127318,104993.75,71.52
1002827,36560,149106.96,77074.5,71989.25,43.21
1002838,32835,46571.088,29881.4,16673,16.688
1002841,32347,68980.898,53471.3,15479.5,30.098
1002842,70577,59099.17,47830.6,11241.75,26.82
1002844,32351,110230.324,86448,23733.75,48.574
1003725,32134,67911.582,44580.3,23306.25,25.032
1003729,33592,54446.41,23923,30510,13.41
1003148,32693,50424.672,20596.3,29816.75,11.622
1003189,33413,33207.406,25109.9,8083.5,14.006
1003191,39577,64350.7,52996.9,11324,29.8
1003192,70791,56597.216,48992.8,7577,27.416
1005263,37040,50291.612,50240.1,23.5,28.012
1004308,55347,18242.25,,18242.25,
1006693,78716,30199.25,,30199.25,
1001836,70129,22250.916,22227.9,10.5,12.516
1006758,80403,29470.75,,29470.75,
1005024,64119,76553.812,76474.9,36,42.912
1002626,40241,84919.68,84832,40,47.68
1004951,40213,50261.26,50209.2,23.75,28.31
1002755,48184,60606.218,60542.9,28.75,34.568
1000104,44012,30261.436,30230.2,14.25,16.986
1006754,48124,42787.188,42742.8,20.25,24.138
1005668,48121,76724.512,76645.6,36,42.912
1003262,48310,29672.688,29642,14,16.688
1006032,89301,16174.482,16102.8,31.75,39.932
1003623,49128,11954.1,26.6,11927.5,
1004309,66102,3618,,3618,
1006010,70805,316246.876,315938.9,140.5,167.476
1006691,77978,4795212.732,4760579.3,13547.25,21086.182
1006085,75126,3654050.008,3650339.5,1692.75,2017.758
1002321,77461,485939.75,,485939.75,
1007910,80913,64327.288,64257,31.25,39.038
1002699,83204,26499.014,,26478.75,20.264
1002890,76544,77131.056,51235.9,25866.25,28.906
1003701,66442,28054.536,28024.3,13.25,16.986
1006026,72916,64106.25,,64106.25,
1004561,76117,2637,,2637,
1004010,95336,95598.25,,95598.25,
1002205,95334,50275.512,50224,23.5,28.012
1004751,3062,10448.1,11.1,10437,
1014710,54964,25576.204,25549.9,12,14.304
1000881,24151,61403.5,,61403.5,
1003031,12926,6696.598,122.8,6573.5,0.298
1003787,43123,232716.65,90.4,232626.25,
1004247,22602,74638.448,,74623.25,15.198
1006947,85532,87893.668,87802.7,41.5,49.468
1003712,84404,67977.844,67907.7,32,38.144
1003521,17516,17771.05,7.8,17763.25,
1004983,6241,42756.188,42711.8,20.25,24.138
1005677,46041,54810.044,54753.6,25.75,30.694
1004898,31047,32736.876,32702.9,15.5,18.476
1005424,28273,27414.196,27385.7,13,15.496
1006942,80550,41312.144,41269.4,19.5,23.244
1003911,80516,121839.798,66.5,121773,0.298
1004894,12095,29030.448,74.9,28955.25,0.298
1006212,45385,491197.62,489347,676.5,1174.12
1009580,18707,28599.34797,3473.7,1.75,1316.266
1001407,19030,2957643.288,2954639.7,1370.25,1633.338
1003202,93610,66763.75,,66763.75,
1007084,740,70537.218,16.8,70500.75,19.668
1010674,47542,14204.076,6139.5,8061,3.576
1007314,55021,259357.34,259094.3,120,143.04
1000265,15461,1887007.208,1885091.4,874,1041.808
1000279,95993,42370.548,42328.9,19,22.648
1006938,20903,71954.576,71880,33.75,40.826
1009437,25253,77847.35,75608.6,2238.75,
1013923,29532,56791.936,56733.3,26.75,31.886
1009616,61834,30750.184,30718.4,14.5,17.284
1004853,37138,83113.288,83027.8,39,46.488
1010743,29626,204577.28,204366.3,96.25,114.73
1007203,72734,2716902.94,2695603.6,7791,13508.34
1009505,60410,105246.124,105120.7,54.5,70.924
1006985,55068,4211122.684,4190876.4,14641.5,5604.784
1005785,32306,22611.706,22586.7,11,14.006
1000345,32348,367188.216,282918.6,77343.5,6926.116
1007044,28645,54764.5,,54764.5,
1006752,60633,56853.536,56794.9,26.75,31.886
1001722,48134,50962.408,50909.8,24,28.608
1001410,2191,1411784.124,1409985.1,737.25,1061.774
1004989,64451,22606.032,22601.1,2.25,2.682
1004587,11704,29738.5,,29738.5,
1007576,89447,351453.648,351096.9,162.75,193.998
1000971,26541,4837293.01,4798555.9,14168.5,24568.61
1001483,33905,4024915.366,4020709.3,1891.5,2314.566
1001029,80651,1275677.22,1274381.2,591.25,704.77
1004667,31314,58904.568,33619.4,25265.5,19.668
1001269,14120,26244.352,26217.5,12.25,14.602
1000442,71241,263479.674,7242.8,256233,3.874
1007383,80817,63620.464,63555.8,29.5,35.164
1007245,87416,9813099.668,9734482,28757.5,49860.168
1000421,54130,1599045.18,1597450.5,727.5,867.18
1007093,54904,55752.84,55695.3,26.25,31.29
1001684,47649,282576.05,118.3,282457.75,
1000061,80022,95318.064,95214.8,45.75,57.514
1000246,45439,252047.104,251788.4,117.75,140.954
1002107,92602,397001.5,,397001.5,
1004175,98446,35033.2,34993.6,17.25,22.35
1000301,98446,486063.148,485569.4,225.25,268.498
1011885,63645,9555.564,9545.7,4.5,5.364
1004066,98273,188306.962,188107.5,89.5,109.962
1000288,11520,31499.25,31460.9,16,22.35
1006378,85540,35422.36,35384.5,17,20.86
1001372,75840,2438773.212,2436296.8,1129.75,1346.662
1000219,54603,35135.992,32876.7,671.25,1588.042
1002843,10312,122341.226,2688.4,119649.25,3.576
1014397,75061,25539.604,25513.3,12,14.304
1013971,72401,23439.712,23415.6,11,13.112
1013489,95357,26091.952,26065.1,12.25,14.602
1002394,93314,34244.672,34209.6,16,19.072
1012380,53511,27511.896,27483.4,13,15.496
1001400,80817,1052731.148,1051662,487.75,581.398
1001311,78572,1277490.516,1276193.4,591.75,705.366
1006791,73179,185903.412,185714.9,86,102.512
1005342,29649,11896.61,11874.7,8.5,13.41
1001152,71838,41592.096,41549.9,19.25,22.946
1007007,30349,17929,,17929,
1005425,66542,44859.132,44813.1,21,25.032
1004274,72501,154381.592,153721.4,249.25,410.942
1004085,62521,207810.544,207658.2,69.5,82.844
1009613,60440,57078.3076,941.4,0.5,0.596
1004439,68405,49361.9,27.4,49334.5,
1000830,28012,300842.644,298433,881.5,1528.144
1007697,79556,42571.54,42527.7,20,23.84
1006805,59741,51203.75,,51203.75,
1007665,45614,31094.2,30.7,31063.5,
1001718,95354,157872.188,157759.3,51.5,61.388
1003355,87347,0,0,,
1005894,77510,51024.75,,51024.75,
1005137,28034,61837.75,,61837.75,
1003204,62040,492186.676,492181.1,2,3.576
1002192,0,64291.678,55389.5,8846.75,55.428
1013588,0,15204.294,11726.5,3462,15.794
1002522,0,36704.844,27561.1,9120.5,23.244
1002506,0,59104.826,48985.9,10055.75,63.176
1004394,0,32703.788,30018.4,2661.25,24.138
1002519,0,53455.172,46679.4,6712,63.772
1014307,0,41824.276,16628.6,25169.75,25.926
1010281,0,49514.154,39573,9904.5,36.654
1009916,0,117585.622,84858.5,32678.25,48.872
1006016,77541,102585.234,91426.2,11104.5,54.534
1009593,26033,74880.684,70680.8,4160.25,39.634
1013511,79770,30613.33829,30129.94689,470.0028311,13.3885666
1003223,81301,177843.914,163478.5,14330.25,35.164
1001977,80601,363971.086,351294.1,12548.25,128.736
1013753,77541,238776.798,235934.6,2715.25,126.948
1005856,70734,58923.794,58869.1,24,30.694
1010583,55021,31850.434,31232.9,600.25,17.284
1010577,55024,20119.086,16921.8,3187.75,9.536
1002396,43164,34880.472,34221.4,640,19.072
1013567,78830,151376.93,151106.5,185.5,84.93
1013572,78840,152942.526,152078.5,778.5,85.526
1013556,79755,182004.284,176902.3,5002.75,99.234
1013557,79730,26425.718,21829,4584.5,12.218
1004539,57702,854773.1,854773.1,,
1006363,79766,321989.4,321866.1,56.25,67.05
1003067,81004,666455.686,663901.3,920.75,1633.636
1009018,87059,328715.006,327577,416.25,721.756
1009442,29615,32259.306,32221.6,16.25,21.456
1001862,45215,48059.706,47979.2,29.25,51.256
1004412,12309,20292.11,18693.5,9.25,39.038
1010642,12345,21100.62,21078.7,10,11.92
1004697,16531,40785.896,40743.7,19.25,22.946
1000039,15022,29677.74829,67.5,,
1003813,95351,14064.5,,14064.5,
1006474,51054,38184.756,38145.3,18,21.456
1003665,94080,29548.488,29517.8,14,16.688
1002243,45660,34110.332,33990.2,35.5,84.632
1004366,30014,29701.986,29671,14,16.986
1004695,48380,26001.3,25973.9,12.5,14.9
1002828,66115,40538.648,40497,19,22.648
1003506,46783,48332.59,48202.4,46.75,83.44
1004605,48917,37437.36,37399,17.5,20.86
1002875,47421,8568.85,252.1,8316.75,
1003225,48211,33668.824,33634.3,15.75,18.774
1002347,48601,31703.052,25947.7,5740.75,14.602
1003392,44041,34911.85,36.4,34830.75,44.7
1003493,99504,373277.644,372892.4,175.75,209.494
1004388,30332,36502.502,36462.7,17.75,22.052
1002516,31404,51916.204,51862.5,24.5,29.204
1004819,82431,34175.972,34140.9,16,19.072
1007627,39654,438694.702,417395.6,18677,2622.102
1007135,32177,405775.618,377075.5,27704.5,995.618
1005948,36426,519554.896,383439.8,134885.25,1229.846
1000589,54304,296405.606,295442.9,233.5,729.206
1002823,39832,633657.894,549038,76051.5,8568.394
1005998,98607,49560.984,43915.5,5620.75,24.734
1000590,54302,30567.93,18874,11683.5,10.43
1007214,71635,312280.54,135395.3,176809.25,75.99
1005059,98421,49915.212,49863.7,23.5,28.012
1005956,46392,55303.892,55246.9,26,30.992
1006962,36916,346165.066,237058.5,103476.75,5629.816
1006975,70791,117339.436,82874.9,34417.75,46.786
1007453,31326,540057.952,520409.6,18069.25,1579.102
1004055,97391,342774.176,313146.9,28945.75,681.526
1003052,72916,79829.368,79779.5,22.75,27.118
1004493,38305,100973.208,100893.2,36.5,43.508
1001103,30121,98773.76,98708,30,35.76
1003577,52778,29350.66,29326,11.25,13.41
1004411,48161,116453.22,116390.2,28.75,34.27
1003770,29448,577255.246,577072.4,70.5,112.346
1002497,2127,47663.02,47613.7,22.5,26.82
1007195,53032,40908.2,46.2,40862,
1005973,42141,124355.5,,124355.5,
1003257,49664,41495.642,549.7,40944.75,1.192
1001891,18848,39126.052,39085.5,18.5,22.052
1003726,5452,252976.5449,39350.4,18.5,11516.806
1010586,12020,195870.2175,28158.8,13.25,21332.032
1003777,36703,74567.696,74294.6,272.5,0.596
1006473,45786,269119.44,267200.7,1917.25,1.49
1004235,8085,23590.9,26.9,23564,
1007149,48209,82484.24,82399.3,38.75,46.19
1000380,48090,46261.976,46214.3,21.75,25.926
1002953,48551,63478.06,63412.3,30,35.76
1006371,76010,57258.536,57199.9,26.75,31.886
1002426,52404,49393.046,49328.7,26.5,37.846
1002560,50401,170063.26,169887.9,80,95.36
1006825,64437,70885.784,70812.9,33.25,39.634
1005964,39759,106522.728,,106512,10.728
1001810,99705,251112.902,250172.4,277.75,662.752
1007068,99743,658648.01,654437.2,1537.75,2673.06
1001436,98620,545588.528,545034.5,252.75,301.278
1000363,99224,18534.08,18514.9,8.75,10.43
1006531,36502,7916.602,7718.2,191.25,7.152
1002965,77705,467253.392,466771.7,219.75,261.942
1002991,77507,42221.81,42142.4,28.75,50.66
1004793,73505,55485.092,55428.1,26,30.992
1002654,24541,63537.856,63471.5,30,36.356
1007731,55121,107852.53,107798,21.75,32.78
1000273,24526,222898.084,166270.2,54427.75,2200.134
1011719,77547,198733.22,197803.6,798.5,131.12
1006046,21226,114531.268,114412.9,54,64.368
1003857,70665,149862.836,149708.3,70.5,84.036
1004640,47501,231454.828,229188.6,2106.5,159.728
1004114,52761,341009.816,337038.5,3742.75,228.566
1007685,1033,4731.5,,4731.5,
1003460,18072,40128.992,1611.8,38516,1.192
1004044,58206,39862.95,147.2,39715.75,
1002720,48837,99480.746,,99465.25,15.496
1006737,48906,105668.598,392.3,105276,0.298
1002173,56241,80236.548,80153.8,37.75,44.998
1007160,98823,44946.25,,44946.25,
1004982,45042,44630.632,44584.6,21,25.032
1003470,31206,115262.408,98821.1,6981,9460.308
1000602,71292,375386.332,367004.3,1540.25,6841.782
1007862,86327,77064.65,215.4,76849.25,
1002919,54880,468104.086,466490.1,591.25,1022.736
1002767,43430,165112.524,164507.2,221.5,383.824
1002910,16823,767786.71,766710.7,407,669.01
1002773,59644,318795.61,317764.5,377,654.11
1005828,89883,475637.016,474184.6,531,921.416
1002928,84624,732333.002,729996.5,854.25,1482.252
1006153,52627,52823.65,46.4,52777.25,
1002786,17046,10953.85,46.6,10907.25,
1007223,49802,16511.786,16437,28,46.786
1002034,53959,55337.95,55008.1,121.25,208.6
1001825,54302,110207.262,110077.8,56.75,72.712
1002098,72110,173682.684,84409.8,86737.5,2535.384
1003899,77979,285940.182,285767.2,66,106.982
1000344,68826,135777.388,135637.1,64,76.288
1006364,38253,158968.252,158804.4,74.75,89.102
1004731,56537,87505.22,87414.8,41.25,49.17
1004332,51601,99717.424,99614.4,47,56.024
1004331,51363,75745.664,75667.3,35.75,42.614
1002790,50801,57519.692,57517.5,1,1.192
1004483,41102,42519.75,16,42503.75,
1013585,0,13721.644,9063.8,4649.5,8.344
1003345,0,20995.254,16931.3,4034.75,29.204
1003174,0,12870.06,9500.1,3364,5.96
1002066,78945,140166.07,137123.4,2993.5,49.17
1003127,76044,146019.57,72359.8,73625.5,34.27
1006800,79741,279932.732,278514.7,1281.25,136.782
1006709,76453,16093.406,11749.1,4337.75,6.556
1003219,75844,88609.316,88517.8,41.75,49.766
1006310,80634,39414.102,38670.8,721.25,22.052
1013196,16049,35781.568,35106.9,655,19.668
1003995,60410,27635.718,21769,5854.5,12.218
1005722,77875,48650.044,41649.3,6977.5,23.244
1008037,36523,243387.758,236824.1,6430.75,132.908
1007080,34221,43118.956,38385,4712.5,21.456
1013886,79360,37437.86,37148,269,20.86
1013398,79721,48389.28,31642.9,16728.5,17.88
1013942,97741,44353.788,42779.4,1550.25,24.138
1013313,83864,81788.246,81137.2,605.75,45.296
1004781,83801,120237.052,119261.8,908.5,66.752
1005013,97701,74173.28,71671.3,2461.75,40.23
1004780,97623,59322.28,58220.5,1069,32.78
1004783,97731,81657.346,80748.8,863.25,45.296
1004782,97843,37657.916,35670.7,1967.25,19.966
1004778,97033,100530.078,98706.4,1768.25,55.428
1004773,99170,109027.396,107622.2,1345,60.196
1005008,83864,113435.626,112164.7,1207.75,63.176
1004775,99363,127135.43,124802.4,2263,70.03
1012641,99359,121513.648,120168.3,1278,67.348
1007925,15683,38957.4,90.9,38866.5,
1005895,75708,57393,,57393,
1003943,24553,168780.206,132002.1,34767.5,2010.606
1003289,24505,71062.13,70690.7,137.5,233.93
1007615,19067,133234.588,5013.3,128219.5,1.788
1000088,20407,110555.132,110440.6,52.25,62.282
1007998,27597,8524.468,8515.7,4,4.768
1007221,96915,509940.578,508275.9,491.75,1172.928
1000872,56048,185667.2,185475.4,87.5,104.3
1002770,75110,115483.976,115395.2,40.5,48.276
1002864,52742,115784.606,115704.3,36.5,43.806
1002905,48117,160369.404,160247.2,55.75,66.454
1002160,14456,114132.952,114051.3,37.25,44.402
1007904,93631,120985.13,120897.7,39.75,47.68
1002924,29729,132787.648,132691.2,44,52.448
1006811,84104,114696.124,114579.4,53.25,63.474
1007423,35903,6663.976,6657.4,3,3.576
1002404,32608,25874.05,25846.9,12.25,14.9
1004454,77547,4290.084,4285.7,2,2.384
1008185,77547,32842.076,32808.1,15.5,18.476
1007790,37066,4717235.711,4681092.8,13232.075,22910.836
